Sample Number,CH-0,CH-1
1,0.00322265625,0.001611328125
2,0.0040283203125,0.0008056640625
3,0.00322265625,0.0024169921874999997
4,0.0040283203125,0
5,0.00322265625,0.0024169921874999997
6,0.0024169921874999997,0.0008056640625
7,0.00322265625,0.0008056640625
8,0.0064453125,0
9,0.001611328125,0.0008056640625
10,0.0056396484374999995,0.00322265625
11,0.0056396484374999995,0.00322265625
12,0.00322265625,0.0040283203125
13,0.00322265625,0
14,0.0024169921874999997,0.0056396484374999995
15,0.00322265625,0.001611328125
16,0.0040283203125,0
17,0.00322265625,0
18,0.0104736328125,0
19,0.0024169921874999997,0
20,0.0040283203125,0
21,0.0024169921874999997,0.0024169921874999997
22,0.00322265625,0
23,0.0040283203125,0
24,0.00322265625,0.00322265625
25,0.00322265625,0.0056396484374999995
26,0.0040283203125,0
27,0.0040283203125,0.0008056640625
28,0.00322265625,0
29,0.0072509765625,0.0024169921874999997
30,0.0056396484374999995,0
31,0.0120849609375,0
32,0.0056396484374999995,0
33,0.0072509765625,0.0024169921874999997
34,0.00322265625,0.0008056640625
35,0.00322265625,0
36,0.004833984374999999,0.0024169921874999997
37,0.0040283203125,0
38,0.0040283203125,0
39,0.0024169921874999997,0.0024169921874999997
40,0.004833984374999999,0
41,0.00322265625,0
42,0.0040283203125,0
43,0.001611328125,0.009667968749999999
44,0.00322265625,0.0040283203125
45,0.00322265625,0.0008056640625
46,0.004833984374999999,0
47,0.00322265625,0
48,0.0040283203125,0
49,0.00322265625,0
50,0.0040283203125,0
51,0.008056640625,0
52,0.0072509765625,0.0008056640625
53,0.004833984374999999,0.0008056640625
54,0.0040283203125,0.0008056640625
55,0.00322265625,0
56,0.00322265625,0
57,0.00322265625,0.00322265625
58,0.00322265625,0.0008056640625
59,0.009667968749999999,0.0008056640625
60,0.00322265625,0.001611328125
61,0.00322265625,0.004833984374999999
62,0.0024169921874999997,0.009667968749999999
63,0.004833984374999999,0
64,0.00322265625,0
65,0.00322265625,0.0024169921874999997
66,0.0040283203125,0
67,0.00322265625,0
68,0.008056640625,0.001611328125
69,0.00322265625,0.001611328125
70,0.0024169921874999997,0.0024169921874999997
71,0.0040283203125,0.0008056640625
72,0.0040283203125,0
73,0.0008056640625,0.004833984374999999
74,0.00322265625,0.0024169921874999997
75,0.00322265625,0.0008056640625
76,0.0024169921874999997,0
77,0.00322265625,0.0024169921874999997
78,0.0040283203125,0.00322265625
79,0.00322265625,0.0008056640625
80,0.0040283203125,0.0056396484374999995
81,0.00322265625,0
82,0.0024169921874999997,0.0056396484374999995
83,0.0040283203125,0.0008056640625
84,0.00322265625,0
85,0.00322265625,0
86,0.001611328125,0.0040283203125
87,0.0040283203125,0
88,0.0040283203125,0
89,0.004833984374999999,0.0056396484374999995
90,0.0064453125,0.0024169921874999997
91,0.0024169921874999997,0.0024169921874999997
92,0.0040283203125,0.00322265625
93,0.0040283203125,0
94,0.00322265625,0.001611328125
95,0.0040283203125,0
96,0.0024169921874999997,0.0008056640625
97,0.00322265625,0
98,0.0024169921874999997,0.0056396484374999995
99,0.004833984374999999,0.001611328125
100,0.0040283203125,0
101,0.0040283203125,0
102,0.008056640625,0
103,0.0008056640625,0
104,0.0024169921874999997,0.0008056640625
105,0.00322265625,0.001611328125
106,0.00322265625,0.0040283203125
107,0.00322265625,0
108,0.0040283203125,0.0008056640625
109,0.0008056640625,0
110,0.004833984374999999,0.0008056640625
111,0.0024169921874999997,0.0040283203125
112,0.00322265625,0.008056640625
113,0.001611328125,0
114,0.00322265625,0
115,0.00322265625,0.0008056640625
116,0.00322265625,0.0056396484374999995
117,0.00322265625,0
118,0.008056640625,0
119,0.00322265625,0.0072509765625
120,0.0056396484374999995,0
121,0.004833984374999999,0.0008056640625
122,0.011279296874999999,0
123,0.004833984374999999,0.0008056640625
124,0.0040283203125,0.0008056640625
125,0.00322265625,0.001611328125
126,0.0024169921874999997,0.0040283203125
127,0.00322265625,0
128,0.00322265625,0
129,0.001611328125,0.0008056640625
130,0.004833984374999999,0.0024169921874999997
131,0.004833984374999999,0
132,0.0024169921874999997,0.0040283203125
133,0.018530273437499998,0
134,0.00322265625,0.0024169921874999997
135,0.00322265625,0.001611328125
136,0.0040283203125,0
137,0.00322265625,0.0024169921874999997
138,0.00322265625,0
139,0.0040283203125,0.0008056640625
140,0.00322265625,0
141,0.00322265625,0.0040283203125
142,0.0040283203125,0
143,0.0024169921874999997,0.0056396484374999995
144,0.004833984374999999,0.001611328125
145,0.0040283203125,0
146,0.00322265625,0
147,0.0040283203125,0.0008056640625
148,0.004833984374999999,0.001611328125
149,0.004833984374999999,0
150,0.00322265625,0
151,0.001611328125,0
152,0.0040283203125,0.00322265625
153,0.0072509765625,0
154,0.00322265625,0.001611328125
155,0.0040283203125,0
156,0.0040283203125,0
157,0.00322265625,0.0008056640625
158,0.0024169921874999997,0.001611328125
159,0.001611328125,0
160,0.00322265625,0
161,0.00322265625,0.0024169921874999997
162,0.00322265625,0.0040283203125
163,0.001611328125,0.001611328125
164,0.00322265625,0.00322265625
165,0.00322265625,0
166,0.00322265625,0
167,0.00322265625,0
168,0.00322265625,0
169,0.0088623046875,0
170,0.004833984374999999,0
171,0.00322265625,0
172,0.001611328125,0.0040283203125
173,0.01611328125,0
174,0.0040283203125,0.001611328125
175,0.00322265625,0
176,0.0056396484374999995,0
177,0.00322265625,0
178,0.004833984374999999,0
179,0.0040283203125,0
180,0.00322265625,0
181,0.0056396484374999995,0.001611328125
182,0.0040283203125,0
183,0.00322265625,0.0008056640625
184,0.00322265625,0.001611328125
185,0.0024169921874999997,0
186,0.004833984374999999,0.0008056640625
187,0.00322265625,0.0024169921874999997
188,0.0008056640625,0.0008056640625
189,0.0064453125,0
190,0.0040283203125,0.001611328125
191,0.00322265625,0
192,0.00322265625,0.0008056640625
193,0.0088623046875,0.0024169921874999997
194,0.00322265625,0
195,0.00322265625,0.0024169921874999997
196,0.0064453125,0
197,0.00322265625,0.0008056640625
198,0.004833984374999999,0.0040283203125
199,0.0024169921874999997,0
200,0.0056396484374999995,0.0040283203125
201,0.00322265625,0.001611328125
202,0.00322265625,0.001611328125
203,0.00322265625,0.001611328125
204,0.0040283203125,0
205,0.0024169921874999997,0.001611328125
206,0.0024169921874999997,0.0040283203125
207,0.00322265625,0.0040283203125
208,0.001611328125,0
209,0.0024169921874999997,0.0040283203125
210,0.008056640625,0.0008056640625
211,0.0024169921874999997,0.0008056640625
212,0.00322265625,0
213,0.0040283203125,0
214,0.00322265625,0.001611328125
215,0.0024169921874999997,0.0024169921874999997
216,0.00322265625,0.0024169921874999997
217,0.0040283203125,0
218,0.00322265625,0.0024169921874999997
219,0.00322265625,0.0024169921874999997
220,0.001611328125,0.0008056640625
221,0.00322265625,0.00322265625
222,0.001611328125,0.0056396484374999995
223,0.0056396484374999995,0
224,0.0040283203125,0.0008056640625
225,0.004833984374999999,0.0008056640625
226,0.0024169921874999997,0.0056396484374999995
227,0.00322265625,0.0008056640625
228,0.00322265625,0.0024169921874999997
229,0.0024169921874999997,0.001611328125
230,0.0056396484374999995,0
231,0.00322265625,0
232,0.00322265625,0.0072509765625
233,0.008056640625,0.0024169921874999997
234,0.0040283203125,0
235,0.00322265625,0.0008056640625
236,0.0040283203125,0.0040283203125
237,0.0040283203125,0.0008056640625
238,0.0056396484374999995,0.00322265625
239,0.0040283203125,0.00322265625
240,0.00322265625,0.001611328125
241,0.0040283203125,0
242,0.0040283203125,0.0064453125
243,0.001611328125,0
244,0.0024169921874999997,0
245,0.0072509765625,0.001611328125
246,0.004833984374999999,0
247,0.00322265625,0.0040283203125
248,0.0040283203125,0.0008056640625
249,0.0104736328125,0
250,0.001611328125,0.001611328125
251,0.00322265625,0
252,0.009667968749999999,0
253,0.0024169921874999997,0.0040283203125
254,0.00322265625,0
255,0.00322265625,0
256,0.0056396484374999995,0
257,0.0040283203125,0.004833984374999999
258,0.004833984374999999,0.0064453125
259,0.00322265625,0
260,0.004833984374999999,0.0040283203125
261,0.008056640625,0
262,0.0249755859375,0.0008056640625
263,0.001611328125,0.0008056640625
264,0.0040283203125,0.001611328125
265,0.0040283203125,0.0008056640625
266,0.004833984374999999,0
267,0.00322265625,0
268,0.0120849609375,0.001611328125
269,0.00322265625,0
270,0.001611328125,0
271,0.004833984374999999,0.0024169921874999997
272,0.00322265625,0
273,0.0120849609375,0
274,0.00322265625,0.001611328125
275,0.0040283203125,0
276,0.001611328125,0.0064453125
277,0.00322265625,0
278,0.015307617187499999,0
279,0.0056396484374999995,0.004833984374999999
280,0.0064453125,0
281,0.00322265625,0.001611328125
282,0.00322265625,0
283,0.008056640625,0.0024169921874999997
284,0.00322265625,0
285,0.00322265625,0.0024169921874999997
286,0.00322265625,0.0056396484374999995
287,0.00322265625,0
288,0.004833984374999999,0.00322265625
289,0.00322265625,0.0024169921874999997
290,0.00322265625,0
291,0.0024169921874999997,0.0024169921874999997
292,0.0008056640625,0.004833984374999999
293,0.004833984374999999,0.0008056640625
294,0.0064453125,0.0008056640625
295,0.00322265625,0.0040283203125
296,0.00322265625,0
297,0.00322265625,0
298,0.0024169921874999997,0
299,0.00322265625,0.0024169921874999997
300,0.00322265625,0
301,0.0040283203125,0.001611328125
302,0.001611328125,0
303,0.011279296874999999,0.0008056640625
304,0.00322265625,0.0008056640625
305,0.0024169921874999997,0.0040283203125
306,0.00322265625,0
307,0.00322265625,0
308,0.0008056640625,0.0040283203125
309,0.0024169921874999997,0
310,0.0056396484374999995,0
311,0.0056396484374999995,0
312,0.0064453125,0
313,0.0217529296875,0.0008056640625
314,0.00322265625,0
315,0.0024169921874999997,0.001611328125
316,0.00322265625,0.0040283203125
317,0.0040283203125,0.0056396484374999995
318,0.0024169921874999997,0.0024169921874999997
319,0.0024169921874999997,0
320,0.001611328125,0
321,0.00322265625,0.004833984374999999
322,0.0040283203125,0
323,0.0024169921874999997,0
324,0.0072509765625,0.001611328125
325,0.00322265625,0.004833984374999999
326,0.001611328125,0
327,0.0024169921874999997,0.0072509765625
328,0.001611328125,0
329,0.00322265625,0
330,0.004833984374999999,0.00322265625
331,0.0072509765625,0
332,0.0169189453125,0
333,0.0024169921874999997,0
334,0.00322265625,0
335,0.00322265625,0.0008056640625
336,0.004833984374999999,0
337,0.00322265625,0.001611328125
338,0.00322265625,0.0040283203125
339,0.0024169921874999997,0
340,0.00322265625,0.0008056640625
341,0.0024169921874999997,0.0040283203125
342,0.00322265625,0
343,0.004833984374999999,0
344,0.0064453125,0.0008056640625
345,0.00322265625,0.0008056640625
346,0.00322265625,0
347,0.00322265625,0.0056396484374999995
348,0.004833984374999999,0.004833984374999999
349,0.00322265625,0.0024169921874999997
350,0.001611328125,0.0008056640625
351,0.0024169921874999997,0.0008056640625
352,0.0088623046875,0.004833984374999999
353,0.0008056640625,0
354,0.00322265625,0.0008056640625
355,0.00322265625,0.0056396484374999995
356,0.00322265625,0
357,0.00322265625,0.0064453125
358,0.0024169921874999997,0.00322265625
359,0.0024169921874999997,0.0088623046875
360,0.0024169921874999997,0
361,0.00322265625,0
362,0.0008056640625,0
363,0.0088623046875,0.0024169921874999997
364,0.0040283203125,0
365,0.0024169921874999997,0.004833984374999999
366,0.0024169921874999997,0.004833984374999999
367,0.00322265625,0
368,0.0056396484374999995,0
369,0.0024169921874999997,0.0008056640625
370,0.009667968749999999,0
371,0.0024169921874999997,0.0064453125
372,0.0056396484374999995,0.0024169921874999997
373,0.00322265625,0
374,0.00322265625,0.0008056640625
375,0.00322265625,0.0056396484374999995
376,0.00322265625,0.0008056640625
377,0.00322265625,0.001611328125
378,0.0072509765625,0.001611328125
379,0.00322265625,0
380,0.0040283203125,0.00322265625
381,0.00322265625,0.0024169921874999997
382,0.00322265625,0.00322265625
383,0.0088623046875,0.0008056640625
384,0.00322265625,0
385,0.00322265625,0.0040283203125
386,0.00322265625,0.001611328125
387,0.00322265625,0
388,0.0064453125,0
389,0.0056396484374999995,0
390,0.0040283203125,0.0024169921874999997
391,0.0040283203125,0.001611328125
392,0.009667968749999999,0
393,0.0024169921874999997,0.001611328125
394,0.00322265625,0.001611328125
395,0.00322265625,0.0024169921874999997
396,0.004833984374999999,0
397,0.00322265625,0.0008056640625
398,0.0008056640625,0.0008056640625
399,0.00322265625,0
400,0.0064453125,0
401,0.004833984374999999,0.00322265625
402,0.004833984374999999,0
403,0.00322265625,0.0024169921874999997
404,0.00322265625,0.001611328125
405,0.00322265625,0
406,0.00322265625,0.0008056640625
407,0.00322265625,0.0008056640625
408,0.009667968749999999,0
409,0.0072509765625,0
410,0.001611328125,0.00322265625
411,0.0024169921874999997,0
412,0.00322265625,0.0064453125
413,0.00322265625,0
414,0.0024169921874999997,0.001611328125
415,0.00322265625,0.001611328125
416,0.00322265625,0
417,0.00322265625,0.0008056640625
418,0.0040283203125,0.001611328125
419,0.004833984374999999,0
420,0.009667968749999999,0.0008056640625
421,0.009667968749999999,0
422,0.00322265625,0
423,0.0040283203125,0.0040283203125
424,0.00322265625,0.0024169921874999997
425,0.004833984374999999,0
426,0.00322265625,0.0008056640625
427,0.00322265625,0.0064453125
428,0.001611328125,0.001611328125
429,0.001611328125,0.00322265625
430,0.0024169921874999997,0.001611328125
431,0.004833984374999999,0
432,0.004833984374999999,0
433,0.0024169921874999997,0.0008056640625
434,0.0040283203125,0.001611328125
435,0.00322265625,0
436,0.0024169921874999997,0.0040283203125
437,0.00322265625,0.0040283203125
438,0.00322265625,0.0008056640625
439,0.0040283203125,0
440,0.001611328125,0.004833984374999999
441,0.0040283203125,0.0008056640625
442,0.0056396484374999995,0
443,0.0040283203125,0.0040283203125
444,0.00322265625,0.0008056640625
445,0.0040283203125,0
446,0.004833984374999999,0.0008056640625
447,0.0040283203125,0
448,0.027392578124999997,0
449,0.0040283203125,0
450,0.001611328125,0.0024169921874999997
451,0.0024169921874999997,0.001611328125
452,0.00322265625,0.004833984374999999
453,0.0008056640625,0
454,0.00322265625,0
455,0.00322265625,0
