Sample Number,CH-0,CH-1
1,0.0024169921874999997,0.009667968749999999
2,0.0024169921874999997,0.001611328125
3,0.0040283203125,0.001611328125
4,0.0024169921874999997,0
5,0.00322265625,0
6,0.0040283203125,0.00322265625
7,0.00322265625,0.0008056640625
8,0.008056640625,0.0008056640625
9,0.001611328125,0.0072509765625
10,0.0024169921874999997,0.0008056640625
11,0.00322265625,0
12,0.0056396484374999995,0
13,0.00322265625,0
14,0.00322265625,0
15,0.0024169921874999997,0.00322265625
16,0.008056640625,0
17,0.0040283203125,0
18,0.0072509765625,0
19,0.01611328125,0
20,0.0024169921874999997,0.001611328125
21,0.0040283203125,0
22,0.001611328125,0.0008056640625
23,0.00322265625,0.0024169921874999997
24,0.0040283203125,0.0040283203125
25,0.00322265625,0.0064453125
26,0.0024169921874999997,0
27,0.004833984374999999,0
28,0.0056396484374999995,0.0008056640625
29,0.001611328125,0
30,0.001611328125,0.0024169921874999997
31,0.00322265625,0.008056640625
32,0.0024169921874999997,0
33,0.00322265625,0.0064453125
34,0.0040283203125,0.00322265625
35,0.00322265625,0.0040283203125
36,0.0040283203125,0.001611328125
37,0.00322265625,0.0072509765625
38,0.008056640625,0
39,0.0040283203125,0.0024169921874999997
40,0.0040283203125,0.00322265625
41,0.00322265625,0.0024169921874999997
42,0.00322265625,0.0024169921874999997
43,0.00322265625,0.00322265625
44,0.0040283203125,0.001611328125
45,0.0040283203125,0.0056396484374999995
46,0.00322265625,0
47,0.00322265625,0
48,0.0064453125,0.0024169921874999997
49,0.001611328125,0.00322265625
50,0.0040283203125,0
51,0.0024169921874999997,0.00322265625
52,0.0040283203125,0.0024169921874999997
53,0.0040283203125,0
54,0.00322265625,0.0056396484374999995
55,0.0024169921874999997,0.00322265625
56,0.0040283203125,0.0008056640625
57,0.00322265625,0.0024169921874999997
58,0.004833984374999999,0.0072509765625
59,0.013696289062499999,0
60,0.00322265625,0
61,0.004833984374999999,0
62,0.004833984374999999,0.0008056640625
63,0.00322265625,0
64,0.00322265625,0.0040283203125
65,0.0024169921874999997,0
66,0.00322265625,0.0008056640625
67,0.0024169921874999997,0.0040283203125
68,0.0008056640625,0.001611328125
69,0.0056396484374999995,0.0008056640625
70,0.00322265625,0.00322265625
71,0.009667968749999999,0
72,0.009667968749999999,0.001611328125
73,0.00322265625,0.001611328125
74,0.004833984374999999,0.0040283203125
75,0.0024169921874999997,0.008056640625
76,0.0024169921874999997,0.001611328125
77,0.004833984374999999,0
78,0.00322265625,0.0088623046875
79,0.0008056640625,0.00322265625
80,0.0024169921874999997,0
81,0.00322265625,0.0008056640625
82,0.004833984374999999,0.0024169921874999997
83,0.004833984374999999,0
84,0.004833984374999999,0
85,0.00322265625,0
86,0.004833984374999999,0
87,0.0040283203125,0
88,0.0024169921874999997,0.0024169921874999997
89,0.0104736328125,0
90,0.00322265625,0.0040283203125
91,0.00322265625,0.004833984374999999
92,0.004833984374999999,0
93,0.00322265625,0
94,0.0056396484374999995,0
95,0.017724609375,0.0024169921874999997
96,0.00322265625,0.0024169921874999997
97,0.004833984374999999,0.008056640625
98,0.004833984374999999,0.001611328125
99,0.00322265625,0.001611328125
100,0.00322265625,0.0024169921874999997
101,0.00322265625,0
102,0.001611328125,0
103,0.00322265625,0.001611328125
104,0.0040283203125,0
105,0.00322265625,0.001611328125
106,0.0024169921874999997,0
107,0.00322265625,0.001611328125
108,0.0040283203125,0.0064453125
109,0.0024169921874999997,0.0008056640625
110,0.00322265625,0
111,0.004833984374999999,0
112,0.00322265625,0.0024169921874999997
113,0.00322265625,0.001611328125
114,0.00322265625,0
115,0.0040283203125,0.004833984374999999
116,0.004833984374999999,0
117,0.00322265625,0
118,0.004833984374999999,0
119,0.0072509765625,0
120,0.0024169921874999997,0
121,0.0024169921874999997,0.0024169921874999997
122,0.004833984374999999,0.0024169921874999997
123,0.0056396484374999995,0
124,0.0024169921874999997,0
125,0.0040283203125,0.001611328125
126,0.0024169921874999997,0.0024169921874999997
127,0.0040283203125,0
128,0.0064453125,0
129,0.001611328125,0.0008056640625
130,0.0040283203125,0
131,0.0024169921874999997,0
132,0.0040283203125,0
133,0.0064453125,0.001611328125
134,0.001611328125,0.00322265625
135,0.0024169921874999997,0
136,0.0024169921874999997,0.0024169921874999997
137,0.0104736328125,0
138,0.004833984374999999,0.0064453125
139,0.0040283203125,0.001611328125
140,0.0040283203125,0.004833984374999999
141,0.00322265625,0
142,0.00322265625,0.0040283203125
143,0.0040283203125,0.0024169921874999997
144,0.00322265625,0.00322265625
145,0.00322265625,0
146,0.0056396484374999995,0.00322265625
147,0.00322265625,0
148,0.0008056640625,0
149,0.00322265625,0
150,0.0040283203125,0
151,0.004833984374999999,0
152,0.0040283203125,0.0008056640625
153,0.00322265625,0.0024169921874999997
154,0.0040283203125,0.0008056640625
155,0.00322265625,0.0056396484374999995
156,0.0024169921874999997,0.0040283203125
157,0.0056396484374999995,0.00322265625
158,0.004833984374999999,0.0064453125
159,0.0024169921874999997,0.0008056640625
160,0.0040283203125,0.0024169921874999997
161,0.00322265625,0.00322265625
162,0.001611328125,0.004833984374999999
163,0.0040283203125,0.0008056640625
164,0.00322265625,0
165,0.00322265625,0.0008056640625
166,0.0024169921874999997,0.00322265625
167,0.00322265625,0.0008056640625
168,0.0040283203125,0.0104736328125
169,0.0072509765625,0.001611328125
170,0.0024169921874999997,0.001611328125
171,0.0024169921874999997,0
172,0.001611328125,0
173,0.0024169921874999997,0.0024169921874999997
