Sample Number,CH-0,CH-1
1,0.00322265625,0.001611328125
2,0.0040283203125,0
3,0.0064453125,0
4,0.0040283203125,0.0008056640625
5,0.0040283203125,0
6,0.009667968749999999,0.004833984374999999
7,0.00322265625,0
8,0.0104736328125,0
9,0.00322265625,0.00322265625
10,0.00322265625,0.0064453125
11,0.0040283203125,0
12,0.004833984374999999,0
13,0.004833984374999999,0
14,0.001611328125,0.0040283203125
15,0.0040283203125,0.004833984374999999
16,0.0056396484374999995,0
17,0.00322265625,0
18,0.0040283203125,0.0040283203125
19,0.0024169921874999997,0.0040283203125
20,0.00322265625,0.0024169921874999997
21,0.0040283203125,0.00322265625
22,0.0024169921874999997,0
23,0.0024169921874999997,0
24,0.00322265625,0.0024169921874999997
25,0.0024169921874999997,0.0008056640625
26,0.0169189453125,0
27,0.0024169921874999997,0.0008056640625
28,0.00322265625,0.0008056640625
29,0.0040283203125,0
30,0.00322265625,0.004833984374999999
31,0.00322265625,0.00322265625
32,0.001611328125,0
33,0.00322265625,0.0008056640625
34,0.0064453125,0.00322265625
35,0.0024169921874999997,0.004833984374999999
36,0.0104736328125,0
37,0.00322265625,0.0008056640625
38,0.00322265625,0
39,0.00322265625,0
40,0.0056396484374999995,0
41,0.0040283203125,0.0008056640625
42,0.0024169921874999997,0
43,0.0040283203125,0.0064453125
44,0.001611328125,0
45,0.022558593749999998,0
46,0.008056640625,0.004833984374999999
47,0.00322265625,0
48,0.0064453125,0
49,0.00322265625,0.0024169921874999997
50,0.00322265625,0
51,0.0104736328125,0
52,0.001611328125,0.0040283203125
53,0.0008056640625,0.00322265625
54,0.004833984374999999,0.0008056640625
55,0.001611328125,0
56,0.004833984374999999,0.0024169921874999997
57,0.00322265625,0
58,0.004833984374999999,0
59,0.0040283203125,0.0008056640625
60,0.0040283203125,0.004833984374999999
61,0.0024169921874999997,0
62,0.0040283203125,0.0040283203125
63,0.0120849609375,0
64,0.0040283203125,0.001611328125
65,0.0040283203125,0.0040283203125
66,0.004833984374999999,0.0008056640625
67,0.00322265625,0
68,0.0056396484374999995,0
69,0.0040283203125,0.0040283203125
70,0.0024169921874999997,0
71,0.0024169921874999997,0.00322265625
72,0.0072509765625,0.0008056640625
73,0.004833984374999999,0.0008056640625
