Sample Number,CH-0,CH-1
1,0.02578125,0
2,0.00322265625,0.0008056640625
3,0.00322265625,0
4,0.0024169921874999997,0.0040283203125
5,0.00322265625,0.001611328125
6,0.0008056640625,0.009667968749999999
7,0.00322265625,0.0008056640625
8,0.017724609375,0
9,0.0056396484374999995,0.004833984374999999
10,0.00322265625,0
11,0.004833984374999999,0
12,0.00322265625,0.0008056640625
13,0.00322265625,0
14,0.00322265625,0
15,0.00322265625,0.001611328125
16,0.0024169921874999997,0
17,0.0008056640625,0
18,0.00322265625,0.0008056640625
19,0.0072509765625,0
20,0.0024169921874999997,0.0024169921874999997
21,0.0314208984375,0
22,0.004833984374999999,0
23,0.00322265625,0
24,0.0088623046875,0.0008056640625
25,0.00322265625,0
26,0.0040283203125,0.0072509765625
27,0.00322265625,0
28,0.0040283203125,0
29,0.0024169921874999997,0
30,0.0040283203125,0
31,0.0120849609375,0
32,0.0056396484374999995,0
33,0.004833984374999999,0
34,0.00322265625,0
35,0.00322265625,0.0008056640625
36,0.0056396484374999995,0
37,0.00322265625,0.0040283203125
38,0.0024169921874999997,0
39,0.001611328125,0.004833984374999999
40,0.0040283203125,0.004833984374999999
41,0.001611328125,0.0064453125
42,0.00322265625,0
43,0.0040283203125,0.0040283203125
44,0.0024169921874999997,0.0024169921874999997
45,0.00322265625,0.0024169921874999997
46,0.0040283203125,0
47,0.0072509765625,0
48,0.00322265625,0.00322265625
49,0.0024169921874999997,0
50,0.0024169921874999997,0
51,0.0104736328125,0.001611328125
52,0.00322265625,0
53,0.004833984374999999,0
54,0.004833984374999999,0.0008056640625
55,0.00322265625,0
56,0.0064453125,0.001611328125
57,0.0008056640625,0.0008056640625
58,0.004833984374999999,0.0008056640625
59,0.011279296874999999,0
60,0.0040283203125,0
61,0.00322265625,0.00322265625
62,0.00322265625,0.001611328125
63,0.00322265625,0
64,0.0024169921874999997,0.0072509765625
65,0.00322265625,0.00322265625
66,0.0056396484374999995,0
67,0.0056396484374999995,0
68,0.00322265625,0.00322265625
69,0.0024169921874999997,0.0024169921874999997
70,0.00322265625,0.0040283203125
71,0.00322265625,0.0104736328125
72,0.0024169921874999997,0.001611328125
73,0.0040283203125,0
74,0.0024169921874999997,0
75,0.00322265625,0.001611328125
76,0.004833984374999999,0.004833984374999999
77,0.001611328125,0.001611328125
78,0.001611328125,0
79,0.0024169921874999997,0.0024169921874999997
80,0.00322265625,0
81,0.0024169921874999997,0
82,0.0024169921874999997,0.001611328125
83,0.00322265625,0.0008056640625
84,0.00322265625,0.0008056640625
85,0.00322265625,0
86,0.0040283203125,0.0008056640625
